Title,URL,Lat,Long
12 Mile Hot Springs,https://www.ultimatehotspringsguide.com/12-mile-hot-springs.html,41.242566,-114.94804729999998
Trego Hot Springs,https://www.ultimatehotspringsguide.com/trego-hot-springs.html,40.77012879999999,-119.1127396
Warm Springs ,https://www.ultimatehotspringsguide.com/warm-springs.html,38.1904897,-116.37005420000003
Artesian Bath House and RV Park,https://www.ultimatehotspringsguide.com/artesian-bath-house.html,33.126649,-107.25291800000002
Black Rock Hot Springs,https://www.ultimatehotspringsguide.com/black-rock-hot-springs.html,36.5306568,-105.7122718
Blackstone Hot Springs,https://www.ultimatehotspringsguide.com/blackstone-hot-springs.html,33.1274954,-107.25481109999998
Charles Motel and Hot Springs,https://www.ultimatehotspringsguide.com/charles-motel-and-hot-springs.html,33.1288716,-107.25772460000002
Faywood Hot Springs,https://www.ultimatehotspringsguide.com/faywood-hot-springs.html,32.5548043,-107.99559139999997
Fire Water Lodge,https://www.ultimatehotspringsguide.com/fire-water-lodge.html,33.1286639,-107.2536786
Jemez Hot Springs Home of the Giggling Springs,https://www.ultimatehotspringsguide.com/jemez-hot-springs-home-of-the-giggling-springs.html,35.7703681,-106.6925271
Gila Hot Springs Campground,https://www.ultimatehotspringsguide.com/gila-hot-springs-campground.html,33.1971378,-108.20492509999997
Indian Springs Bathouse,https://www.ultimatehotspringsguide.com/indian-springs-bathhouse.html,33.1273779,-107.25245180000002
Jemez Hot Springs Home of the Giggling Springs,https://www.ultimatehotspringsguide.com/jemez-hot-springs-home-of-the-giggling-springs.html,35.7703681,-106.6925271
Jemez Springs Bath House,https://www.ultimatehotspringsguide.com/jemez-springs-bath-house.html,35.7717038,-106.690897
Jordan Hot Springs,https://www.ultimatehotspringsguide.com/jordan-hot-springs.html,33.2927142,-108.2695291
La Paloma Hot Springs,https://www.ultimatehotspringsguide.com/la-paloma-hot-springs.html,33.1267683,-107.2528959
Manby Hot Springs,https://www.ultimatehotspringsguide.com/manby-hot-springs.html,36.5083168,-105.72425450000003
McCauley Hot Springs,https://www.ultimatehotspringsguide.com/mccauley-hot-springs.html,35.8494687,-106.62977639999997
​Montezuma Hot Springs,https://www.ultimatehotspringsguide.com/8203montezuma-hot-springs.html,35.6521842,-105.27661539999997
Ojo Caliente Hot Springs,https://www.ultimatehotspringsguide.com/ojo-caliente-hot-springs.html,36.3043312,-106.0522699
